"","class","email"
"2992","ham","K.i did't see you.:)k:)where are you now?"
"4721","ham","Yup. Anything lor, if u dun wan it's ok..."
"4575","ham","Not directly behind... Abt 4 rows behind Ì_..."
"4398","ham","Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
"556","ham","O. Well uv causes mutations. Sunscreen is like essential thesedays"
"4566","ham","Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?"
"1488","ham","I told your number to gautham.."
"1387","ham","All e best 4 ur exam later."
"2435","ham","Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon."
"4071","ham","I've reached home n i bathe liao... U can call me now..."
"1514","ham","Hows the champ just leaving glasgow!"
"3331","ham","How much it will cost approx . Per month."
"2885","ham","ÌÏ still attending da talks?"
"4485","ham","What not under standing."
"2184","ham","Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
"5145","ham","I'm in office now da:)where are you?"
"4723","ham","HELLO PEACH! MY CAKE TASTS LUSH!"
"1586","ham","I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that."
"4665","ham","Ok set let u noe e details later..."
"4714","ham","Oops i thk i dun haf enuff... I go check then tell Ì_.."
"1692","ham","I don't know but I'm raping dudes at poker"
"1997","ham","Lol boo I was hoping for a laugh"
"1648","ham","Evening * v good if somewhat event laden. Will fill you in, don't you worry ‰Û_ Head * ok but throat * wrecked. See you at six then!"
"2877","ham","twenty past five he said will this train have been to durham already or not coz i am in a reserved seat"
"3117","ham","Now am free call me pa."
"1184","ham","Am i that much bad to avoid like this?"
"4169","ham","Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic"
"1117","ham","Hey... What time is your driving on fri? We go for evaluation on fri?"
"489","ham","Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
"3673","ham","Moji just informed me that you saved our lives. Thanks."
"3042","ham","Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?"
"952","ham","Shb b ok lor... Thanx..."
"4617","ham","Good. do you think you could send me some pix? I would love to see your top and bottom..."
"2890","ham","Shuhui has bought ron's present it's a swatch watch..."
"587","ham","I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
"193","ham","Hi :)finally i completed the course:)"
"5258","ham","As usual..iam fine, happy &amp; doing well..:)"
"1377","ham","Auntie huai juan never pick up her phone"
"2996","ham","They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear."
"711","ham","Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students"
"3866","ham","Theoretically yeah, he could be able to come"
"2681","ham","Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
"3059","ham","Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
"1419","ham","Lmao. Take a pic and send it to me."
"1681","ham","Okay... We wait ah"
"3256","ham","Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar"
"3966","ham","I was just callin to say hi. Take care bruv!"
"1262","ham","Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
"4403","ham","Just getting back home"
"4091","ham","Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
"3710","ham","ARE YOU IN TOWN? THIS IS V. IMPORTANT"
"4539","ham","Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
"1701","ham","Please ask mummy to call father"
"190","ham","I jus reached home. I go bathe first. But my sis using net tell u when she finishes k..."
"1670","ham","Very hurting n meaningful lines ever: \I compromised everything for my love"
"4558","ham","PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)"
"586","ham","Tell them u have a headache and just want to use 1 hour of sick time."
"1429","ham","Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"
"3075","ham","Take us out shopping and Mark will distract Isaiah.=D"
"2741","ham","Nothing. Can..."
"1925","ham","Ok"
"324","ham","That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week"
"5546","ham","Hi its in durban are you still on this number"
"1353","ham","Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM"
"1251","ham","Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear"
"1758","ham","Miss ya, need ya, want ya, love ya."
"1258","ham","Am also doing in cbe only. But have to pay."
"4547","ham","Hey mate. Spoke to the mag people. We‰Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. "
"2278","ham","Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/"
"1788","ham","Yes:)sura in sun tv.:)lol."
"633","ham","Oh that was a forwarded message. I thought you send that to me"
"4677","ham","Wewa is 130. Iriver 255. All 128 mb."
"5058","ham","Geeeee ... Your internet is really bad today, eh ?"
"161","ham","Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life"
"2688","ham","Okie"
"4145","ham","Lol I would but despite these cramps I like being a girl."
"2942","ham","Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
"1815","ham","HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX"
"1395","ham","R we still meeting 4 dinner tonight?"
"4806","ham","Call me when u finish then i come n pick u."
"4040","ham","I'm at home n ready..."
"2625","ham","S da..al r above  &lt;#&gt;"
"8","ham","As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune"
"701","ham","How much r Ì_ willing to pay?"
"5002","ham","You still around? Looking to pick up later"
"5106","ham","I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob"
"1476","ham","Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
"4043","ham","I am literally in bed and have been up for like  &lt;#&gt;  hours"
"2349","ham","That seems unnecessarily affectionate"
"152","ham","Yup i thk cine is better cos no need 2 go down 2 plaza mah."
"3161","ham","Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie"
"3051","ham","Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
"1035","ham","ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG"
"454","ham","Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month."
"700","ham","K..u also dont msg or reply to his msg.."
"5225","ham","\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
"2195","ham","Hi my email address has changed now it is "
"3295","ham","Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him."
"2490","ham","I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?"
"817","ham","He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
"2280","ham","Sorry, I'll call later in meeting"
"781","ham","Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply.."
"5254","ham","Please tell me not all of my car keys are in your purse"
"3429","ham","I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga"
"1333","ham","It's ok lar. U sleep early too... Nite..."
"526","ham","Hi i won't b ard 4 christmas. But do enjoy n merry x'mas."
"898","ham","I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
"1368","ham","I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ‰Û_"
"328","ham","I'd say that's a good sign but, well, you know my track record at reading women"
"705","ham","True dear..i sat to pray evening and felt so.so i sms'd you in some time..."
"5274","ham","Its too late:)but its k.wish you the same."
"2156","ham","What year. And how many miles."
"202","ham","Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx"
